Player key,Age,Age when joined,Appearances,Assists,Assists p90,Competition,Foot,Games started,Goals,Goals p90,Height,In squad,Market value,Minutes played,PPG,Position group,Red cards,Second yellow cards,Shirt number,Substitutions off,Substitutions on,Years in team,Yellow cards,Yellow cards p90,Market value (prediction)
Jérémie Aliadière (09/10),26.0,24.25511817491119,25.0,3.0,0.19327129563350035,"Championship, FA Cup, League Cup",right,21.0,4.0,0.25769506084466715,183.0,21.0,3.0,1397.0,1.2960000000000003,F,0.0,0.0,0.0,9.0,4.0,3.0007460796594043,1.0,0.06442376521116679,2.303163856037923
Jérémie Aliadière (10/11),26.0,,24.0,3.0,0.2054794520547945,Championship,,20.0,4.0,0.273972602739726,,20.0,,1314.0,1.3500000000000003,F,0.0,0.0,0.0,8.0,4.0,,1.0,0.0684931506849315,2.1865830778155106
József Varga (13/14),25.0,25.068276555986778,41.0,3.0,0.10018552875695733,"Championship, FA Cup, League Cup",right,36.0,0.0,0.0,175.0,41.0,0.75,2695.0,1.5409756097560978,M,0.0,0.0,0.0,5.0,5.0,0.9993360575508052,4.0,0.13358070500927643,1.3762862446454567
Kei Kamara (13/14),28.0,29.002648925029263,34.0,2.0,0.11865524060646011,"Championship, FA Cup, League Cup",right,25.0,4.0,0.23731048121292023,188.0,27.0,0.375,1517.0,1.0,F,0.0,0.0,29.0,5.0,9.0,0.8268479161105293,3.0,0.17798286090969018,2.944259091720495
Kenneth Omeruo (13/14),19.0,20.224919060624106,14.0,0.0,0.0,"Championship, FA Cup, League Cup",right,14.0,0.0,0.0,185.0,19.0,0.75,1218.0,1.43,D,0.0,1.0,25.0,2.0,0.0,0.47913372622298883,1.0,0.07389162561576355,1.01137617132779
Kenneth Omeruo (14/15),20.0,20.802617439098682,24.0,1.0,0.04825737265415549,"Championship, Championship Playoffs, FA Cup, League Cup",right,22.0,0.0,0.0,185.0,39.0,0.75,1865.0,1.6475,D,0.0,0.0,0.0,3.0,2.0,0.9007714052992191,5.0,0.24128686327077747,1.2909308168785758
Kevin Thomson (10/11),25.0,25.711684702629075,0.0,0.0,0.0,"FA Cup, League Cup",right,0.0,0.0,0.0,180.0,0.0,3.75,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,0.9993360575508052,0.0,0.0,1.3216052296179481
Kevin Thomson (11/12),26.0,25.711684702629075,37.0,1.0,0.07371007371007371,"Championship, FA Cup, League Cup",right,25.0,0.0,0.0,180.0,28.0,2.63,1221.0,1.1654054054054053,M,0.0,2.0,0.0,5.0,12.0,2.001410022108599,2.0,0.14742014742014742,1.160392323211406
Kevin Thomson (12/13),27.0,25.711684702629075,17.0,2.0,0.24128686327077747,"Championship, FA Cup, League Cup",right,12.0,0.0,0.0,180.0,22.0,1.5,746.0,1.5547058823529412,M,0.0,0.0,0.0,3.0,5.0,3.0007460796594043,3.0,0.36193029490616624,1.3457063763852029
Kieron Dyer (12/13),33.0,34.0924180510209,11.0,0.0,0.0,"Championship, FA Cup, League Cup",right,9.0,2.0,0.3015075376884422,170.0,9.0,0.375,597.0,0.67,M,0.0,0.0,0.0,5.0,2.0,0.41342395805526466,0.0,0.0,1.5249610267929008
Kike (14/15),24.0,24.63568724888259,73.0,4.0,0.12738853503184713,"Championship, Championship Playoffs, FA Cup, League Cup",right,51.0,12.0,0.3821656050955414,186.0,55.0,0.9,2826.0,1.83027397260274,F,0.0,0.0,9.0,13.0,22.0,0.9610053594529662,3.0,0.09554140127388536,3.464921581393016
Kike (15/16),26.0,,34.0,1.0,0.07275666936135812,"Championship, FA Cup, League Cup",,24.0,4.0,0.2910266774454325,,33.0,,1237.0,1.6976470588235293,F,0.0,0.0,0.0,10.0,10.0,,1.0,0.07275666936135812,2.4258743090047608
Kike Sola (15/16),30.0,29.88425498127956,3.0,0.0,0.0,"Championship, FA Cup, League Cup",right,2.0,0.0,0.0,185.0,6.0,1.13,50.0,1.0,F,0.0,0.0,23.0,1.0,1.0,0.4627062841810578,1.0,1.8,2.015583400635678
Kris Boyd (10/11),26.0,26.869819366585215,3.0,0.0,0.0,"FA Cup, League Cup",right,2.0,0.0,0.0,185.0,2.0,5.25,109.0,0.0,F,0.0,0.0,0.0,1.0,1.0,0.9993360575508052,0.0,0.0,1.9930823940007805
Kyle Naughton (09/10),20.0,21.224255118174913,18.0,0.0,0.0,"Championship, FA Cup, League Cup",right,15.0,0.0,0.0,181.0,18.0,0.3,1176.0,1.53,D,0.0,0.0,0.0,2.0,3.0,0.41068605104827616,0.0,0.0,1.0657786488730598
Kyle Naughton (10/11),20.0,,18.0,0.0,0.0,Championship,,15.0,0.0,0.0,,18.0,,1176.0,1.53,D,0.0,0.0,0.0,2.0,3.0,,0.0,0.0,0.6457076328404739
Lee Miller (09/10),26.0,26.87803308760618,14.0,0.0,0.0,"Championship, FA Cup, League Cup",right,10.0,0.0,0.0,188.0,18.0,1.88,463.0,1.7,F,0.0,0.0,0.0,5.0,4.0,0.41068605104827616,0.0,0.0,1.9760627821515293
Lee Miller (10/11),27.0,26.87803308760618,16.0,0.0,0.0,"Championship, FA Cup, League Cup",right,11.0,0.0,0.0,188.0,20.0,1.5,463.0,1.8625,F,0.0,0.0,0.0,5.0,5.0,1.4100221085990814,0.0,0.0,1.9757414317433166
Lee Miller (11/12),28.0,26.87803308760618,2.0,0.0,0.0,"Championship, FA Cup, League Cup",right,1.0,0.0,0.0,188.0,1.0,1.31,70.0,3.0,F,0.0,0.0,0.0,0.0,1.0,2.4120960731568752,0.0,0.0,1.9689787761712125
Lee Tomlin (13/14),24.0,25.051849113944844,19.0,1.0,0.11583011583011583,"Championship, FA Cup, League Cup",right,14.0,4.0,0.46332046332046334,180.0,15.0,0.75,777.0,1.7899999999999998,F,0.0,0.0,10.0,6.0,5.0,0.41342395805526466,3.0,0.3474903474903475,2.260538595430128
Lee Tomlin (14/15),25.0,25.46527307200011,60.0,11.0,0.28205128205128205,"Championship, Championship Playoffs, FA Cup, League Cup",right,50.0,10.0,0.2564102564102564,180.0,54.0,1.13,3510.0,1.758,F,0.0,0.0,10.0,27.0,10.0,0.9993360575508052,6.0,0.15384615384615385,3.4565296421620393
Leroy Lita (09/10),24.0,24.507005619554132,59.0,5.0,0.18820577164366373,"Championship, FA Cup, League Cup",right,41.0,8.0,0.30112923462986196,176.0,45.0,1.31,2391.0,1.4008474576271186,F,1.0,0.0,0.0,12.0,18.0,0.9993360575508052,7.0,0.26348808030112925,1.9456872929419549
Leroy Lita (10/11),25.0,24.507005619554132,60.0,6.0,0.20930232558139536,"Championship, FA Cup, League Cup",right,43.0,8.0,0.27906976744186046,176.0,47.0,1.5,2580.0,1.4274999999999998,F,1.0,0.0,0.0,13.0,17.0,1.9986721151016105,7.0,0.2441860465116279,1.9749168112449413
Lewis Baker (17/18),23.0,22.297514664914406,20.0,0.0,0.0,"Championship, Championship Playoffs, FA Cup, League Cup",right,14.0,2.0,0.22784810126582278,182.0,25.0,4.95,790.0,1.797,M,0.0,0.0,30.0,3.0,6.0,0.8870818702642764,1.0,0.11392405063291139,1.8775468023922417
Lewis Maloney (15/16),21.0,,0.0,0.0,0.0,Championship,,0.0,0.0,0.0,,1.0,,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.42250888896096717
Lewis Wing (17/18),22.0,,3.0,0.0,0.0,League Cup,,2.0,0.0,0.0,,3.0,,73.0,3.0,M,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.6683145712260254
Lewis Wing (18/19),23.0,22.1085990814322,43.0,5.0,0.20389669234254645,"Championship, FA Cup, League Cup",right,33.0,5.0,0.20389669234254645,185.0,6.0,0.9,2207.0,1.627906976744186,M,0.0,0.0,26.0,6.0,10.0,1.9986721151016105,3.0,0.12233801540552787,2.531614503155871
Lewis Wing (19/20),24.0,22.1085990814322,42.0,1.0,0.0346553715825953,"Championship, FA Cup, League Cup",right,35.0,7.0,0.24258760107816713,185.0,2.0,2.52,2597.0,1.0347619047619048,M,0.0,0.0,26.0,5.0,7.0,3.0007460796594043,5.0,0.1732768579129765,2.887337320440561
Lukas Jutkiewicz (11/12),22.0,22.762958856102454,23.0,2.0,0.11083743842364532,"Championship, FA Cup, League Cup",left,21.0,3.0,0.16625615763546797,185.0,22.0,0.75,1624.0,1.2486956521739132,F,0.0,0.0,0.0,8.0,2.0,0.49829907527190836,1.0,0.05541871921182266,1.426638127809472
Lukas Jutkiewicz (12/13),23.0,22.762958856102454,32.0,4.0,0.210896309314587,"Championship, FA Cup, League Cup",left,26.0,10.0,0.5272407732864675,185.0,33.0,1.13,1707.0,1.1062500000000002,F,0.0,0.0,0.0,10.0,6.0,1.4976351328227138,1.0,0.05272407732864675,1.602473258773247
Lukas Jutkiewicz (13/14),24.0,22.762958856102454,35.0,3.0,0.2109375,"Championship, FA Cup, League Cup",left,24.0,2.0,0.140625,185.0,27.0,1.13,1280.0,1.0788571428571427,F,0.0,0.0,0.0,6.0,11.0,2.496971190373519,0.0,0.0,1.1900379479467476
Lukas Nmecha (19/20),21.0,21.054504883741625,16.0,0.0,0.0,"Championship, FA Cup, League Cup",right,10.0,0.0,0.0,185.0,2.0,3.24,443.0,0.5,F,0.0,0.0,20.0,2.0,6.0,0.49282326125793136,0.0,0.0,1.8641253484398856
Luke Coddington (11/12),16.0,,0.0,0.0,0.0,"Championship, FA Cup, League Cup",,0.0,0.0,0.0,,0.0,,0.0,0.0,G,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.019669037816059637
Luke Williams (09/10),16.0,,8.0,0.0,0.0,"Championship, FA Cup, League Cup",,5.0,0.0,0.0,185.0,17.0,,222.0,0.375,F,0.0,0.0,0.0,1.0,3.0,,0.0,0.0,1.031777204888972
Luke Williams (10/11),17.0,17.054422746531415,7.0,0.0,0.0,"Championship, FA Cup, League Cup",,5.0,0.0,0.0,185.0,19.0,,293.0,0.8571428571428571,F,0.0,0.0,0.0,2.0,2.0,0.9993360575508052,0.0,0.0,0.9063281609488772
Luke Williams (11/12),18.0,17.054422746531415,2.0,0.0,0.0,"Championship, FA Cup, League Cup",,1.0,0.0,0.0,185.0,2.0,0.375,34.0,3.0,F,0.0,0.0,0.0,0.0,1.0,2.001410022108599,0.0,0.0,0.9494509571730333
Luke Williams (12/13),19.0,17.054422746531415,23.0,1.0,0.16042780748663102,"Championship, FA Cup, League Cup",,14.0,2.0,0.32085561497326204,185.0,24.0,0.188,561.0,1.8021739130434784,F,0.0,0.0,0.0,3.0,9.0,3.0007460796594043,0.0,0.0,1.3450359055655698
Luke Williams (13/14),20.0,17.054422746531415,17.0,0.0,0.0,"Championship, FA Cup, League Cup",,11.0,0.0,0.0,185.0,19.0,0.188,433.0,1.1858823529411764,F,0.0,0.0,14.0,3.0,6.0,4.000082137210209,1.0,0.20785219399538107,1.265372904266823
Luke Williams (14/15),21.0,17.054422746531415,9.0,1.0,0.6617647058823529,"Championship, Championship Playoffs, FA Cup, League Cup",,5.0,1.0,0.6617647058823529,185.0,7.0,0.263,136.0,1.0,F,0.0,0.0,0.0,0.0,4.0,4.999418194761015,0.0,0.0,1.4532810327912273
Malaury Martin (11/12),22.0,22.8943783924379,33.0,2.0,0.2980132450331126,"Championship, FA Cup, League Cup",right,18.0,3.0,0.4470198675496689,180.0,33.0,0.375,604.0,1.5454545454545454,M,0.0,0.0,0.0,2.0,15.0,0.9555295454389892,1.0,0.1490066225165563,0.9978463713798795
Marc Bola (19/20),22.0,,9.0,0.0,0.0,"Championship, League Cup",,8.0,1.0,0.14802631578947367,,1.0,,608.0,1.3955555555555557,D,0.0,0.0,0.0,3.0,1.0,,1.0,0.14802631578947367,0.5664209766952841
Marcus Bent (09/10),31.0,31.37093848607432,12.0,0.0,0.0,"Championship, FA Cup, League Cup",right,8.0,0.0,0.0,188.0,10.0,1.69,507.0,0.5225,F,0.0,0.0,0.0,0.0,4.0,0.7474486129078626,0.0,0.0,2.0967460524839563
Marcus Bent (10/11),31.0,,11.0,0.0,0.0,Championship,,7.0,0.0,0.0,,9.0,,417.0,0.57,F,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,1.4043640292176633
Marcus Browne (19/20),22.0,,22.0,0.0,0.0,"Championship, League Cup",,14.0,0.0,0.0,,1.0,,508.0,0.5154545454545455,M,1.0,0.0,0.0,5.0,8.0,,2.0,0.3543307086614173,0.7601868934321475
Marcus Tavernier (17/18),19.0,,9.0,1.0,0.18633540372670807,"Championship, League Cup",,8.0,2.0,0.37267080745341613,,11.0,,483.0,2.2666666666666666,M,0.0,0.0,0.0,6.0,1.0,,0.0,0.0,0.8457522554391035
Marcus Tavernier (18/19),20.0,19.277603236206083,45.0,3.0,0.2845100105374078,"Championship, FA Cup, League Cup",left,26.0,4.0,0.3793466807165437,,8.0,0.9,949.0,1.757333333333333,M,0.0,0.0,28.0,3.0,19.0,0.9993360575508052,2.0,0.18967334035827185,1.7735391723196203
Marcus Tavernier (19/20),21.0,19.277603236206083,38.0,4.0,0.15196285352469396,"Championship, FA Cup, League Cup",left,32.0,2.0,0.07598142676234698,,3.0,1.62,2369.0,1.1221052631578947,M,0.0,0.0,7.0,8.0,6.0,2.001410022108599,4.0,0.15196285352469396,1.8691086270074493
Mark Kitching (13/14),17.0,,0.0,0.0,0.0,Championship,,0.0,0.0,0.0,,2.0,,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.26073020127496915
Mark Yeates (09/10),24.0,24.468674921456294,30.0,1.0,0.07475083056478406,"Championship, FA Cup, League Cup",right,21.0,1.0,0.07475083056478406,174.0,26.0,0.225,1204.0,1.2779999999999998,M,0.0,0.0,0.0,6.0,9.0,0.9993360575508052,1.0,0.07475083056478406,1.1776822712176125
Mark Yeates (10/11),24.0,,27.0,1.0,0.08563273073263558,Championship,,19.0,1.0,0.08563273073263558,,24.0,,1051.0,1.42,M,0.0,0.0,0.0,6.0,8.0,,1.0,0.08563273073263558,0.9986831896817296
Marten de Roon (16/17),26.0,25.268143767496937,38.0,0.0,0.0,"FA Cup, League Cup, Premier League",right,37.0,6.0,0.17213898629263627,185.0,43.0,8.5,3137.0,0.7042105263157895,M,0.0,0.0,14.0,5.0,1.0,0.9911223365298397,12.0,0.34427797258527254,4.1852573067054335
Marten de Roon (17/18),27.0,,1.0,0.0,0.0,Championship,,1.0,0.0,0.0,,1.0,,65.0,0.0,M,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.5002399413451112
Martin Braithwaite (17/18),26.0,,23.0,2.0,0.11857707509881422,"Championship, FA Cup",,21.0,6.0,0.3557312252964427,,22.0,,1518.0,1.2808695652173914,F,0.0,0.0,0.0,11.0,2.0,,3.0,0.17786561264822134,2.457790441329614
Martin Braithwaite (18/19),27.0,,24.0,0.0,0.0,"Championship, League Cup",,19.0,3.0,0.21686746987951808,,2.0,,1245.0,1.6375,F,0.0,0.0,0.0,11.0,5.0,,0.0,0.0,2.313224877009784
Martin Cranie (17/18),31.0,31.349035230018412,17.0,0.0,0.0,"Championship, Championship Playoffs, FA Cup, League Cup",right,9.0,0.0,0.0,183.0,19.0,0.45,143.0,2.44,D,0.0,0.0,14.0,0.0,8.0,0.41342395805526466,1.0,0.6293706293706294,1.239434964284744
Marvin Emnes (09/10),21.0,20.096237431295645,23.0,4.0,0.39779005524861877,"Championship, FA Cup, League Cup",both,18.0,1.0,0.09944751381215469,180.0,26.0,1.8,905.0,1.356521739130435,F,0.0,0.0,0.0,12.0,5.0,1.9986721151016105,0.0,0.0,1.1474846818673239
Marvin Emnes (10/11),22.0,20.096237431295645,20.0,3.0,0.3312883435582822,"Championship, FA Cup, League Cup",both,16.0,1.0,0.11042944785276074,180.0,25.0,1.5,815.0,1.56,F,0.0,0.0,0.0,10.0,4.0,2.998008172652416,0.0,0.0,1.1586166459528457
Marvin Emnes (11/12),23.0,20.096237431295645,55.0,1.0,0.025409373235460192,"Championship, FA Cup, League Cup",both,48.0,18.0,0.45736871823828346,180.0,49.0,1.5,3542.0,1.4812727272727273,F,0.0,0.0,0.0,19.0,7.0,4.000082137210209,1.0,0.025409373235460192,2.6967452012235027
Marvin Emnes (12/13),24.0,20.096237431295645,34.0,3.0,0.1511758118701008,"Championship, FA Cup, League Cup",both,28.0,6.0,0.3023516237402016,180.0,35.0,2.63,1786.0,1.686470588235294,F,0.0,0.0,0.0,14.0,6.0,4.999418194761015,0.0,0.0,1.6113741512196817
Marvin Emnes (13/14),25.0,20.096237431295645,32.0,5.0,0.3456221198156682,"Championship, FA Cup, League Cup",both,24.0,1.0,0.06912442396313365,180.0,26.0,2.25,1302.0,1.490625,F,0.0,0.0,0.0,14.0,8.0,5.99875425231182,2.0,0.1382488479262673,1.4139780856647766
Marvin Johnson (17/18),27.0,26.74935145827772,30.0,2.0,0.242914979757085,"Championship, Championship Playoffs, FA Cup, League Cup",left,18.0,1.0,0.1214574898785425,178.0,25.0,1.8,741.0,1.6840000000000002,M,0.0,0.0,21.0,2.0,12.0,0.8323237301245063,0.0,0.0,1.7911370677412224
Marvin Johnson (18/19),28.0,,2.0,2.0,1.0,"Championship, League Cup",,2.0,1.0,0.5,,2.0,,180.0,3.0,M,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.8713964116519677
Marvin Johnson (19/20),29.0,26.74935145827772,40.0,3.0,0.13602015113350127,"Championship, FA Cup, League Cup",left,31.0,1.0,0.04534005037783375,178.0,3.0,1.44,1985.0,1.092,M,1.0,0.0,21.0,12.0,9.0,2.833733752233105,2.0,0.0906801007556675,2.148371702322893
Matthew Bates (09/10),22.0,17.5581976358173,0.0,0.0,0.0,"Championship, FA Cup, League Cup",right,0.0,0.0,0.0,178.0,0.0,0.75,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,5.99875425231182,0.0,0.0,0.8161671201983446
Matthew Bates (10/11),23.0,17.5581976358173,1.0,0.0,0.0,"Championship, FA Cup, League Cup",right,1.0,0.0,0.0,178.0,1.0,0.75,90.0,0.0,D,0.0,0.0,0.0,0.0,0.0,6.998090309862626,0.0,0.0,0.8362771987140231
Matthew Bates (11/12),24.0,17.5581976358173,43.0,0.0,0.0,"Championship, FA Cup, League Cup",right,42.0,2.0,0.04876727174207532,178.0,42.0,0.75,3691.0,1.5655813953488373,D,0.0,0.0,0.0,1.0,1.0,8.000164274420419,2.0,0.04876727174207532,1.651919595089173
Matthew Kilgallon (10/11),26.0,26.615194014935284,1.0,0.0,0.0,"FA Cup, League Cup",right,1.0,0.0,0.0,185.0,1.0,1.5,64.0,0.0,D,0.0,0.0,0.0,1.0,0.0,0.8624407072013799,0.0,0.0,1.064193226366236
Maximilian Haas (10/11),24.0,25.068276555986778,0.0,0.0,0.0,"FA Cup, League Cup",both,0.0,0.0,0.0,190.0,0.0,0.225,0.0,0.0,D,0.0,0.0,0.0,0.0,0.0,0.49556116826491986,0.0,0.0,0.593749133835713
Merouane Zemmama (10/11),26.0,27.236698905521674,0.0,0.0,0.0,"FA Cup, League Cup",both,0.0,0.0,0.0,171.0,0.0,0.938,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,0.49556116826491986,0.0,0.0,0.7660559404519487
Merouane Zemmama (11/12),27.0,27.236698905521674,25.0,0.0,0.0,"Championship, FA Cup, League Cup",both,17.0,2.0,0.2482758620689655,171.0,25.0,0.75,725.0,1.7116,M,0.0,0.0,0.0,7.0,8.0,1.4976351328227138,1.0,0.12413793103448276,1.1685705925294885
Merouane Zemmama (12/13),28.0,27.236698905521674,37.0,2.0,0.24930747922437674,"Championship, FA Cup, League Cup",both,22.0,4.0,0.4986149584487535,171.0,28.0,0.375,722.0,1.2702702702702702,M,0.0,0.0,0.0,6.0,15.0,2.496971190373519,1.0,0.12465373961218837,1.1023890243850067
Michael Agazzi (15/16),31.0,31.15464383252223,0.0,0.0,0.0,"Championship, FA Cup, League Cup",right,0.0,0.0,0.0,189.0,16.0,0.563,0.0,0.0,G,0.0,0.0,25.0,0.0,0.0,0.8405374511454718,0.0,0.0,0.40124840450245847
Mickaël Tavares (10/11),27.0,27.767852864877444,0.0,0.0,0.0,"FA Cup, League Cup",right,0.0,0.0,0.0,185.0,0.0,0.938,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,0.9144609403341616,0.0,0.0,1.4683714996074557
Milos Veljkovic (14/15),18.0,19.055832768640013,7.0,0.0,0.0,"Championship, Championship Playoffs, FA Cup, League Cup",right,4.0,0.0,0.0,187.0,13.0,,230.0,1.8071428571428572,M,0.0,0.0,0.0,1.0,3.0,0.706380007803035,0.0,0.0,1.3257779678545563
Mohamed Shawky (09/10),27.0,25.821200982908614,0.0,0.0,0.0,"Championship, FA Cup, League Cup",both,0.0,0.0,0.0,181.0,1.0,0.675,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,2.9158709624427606,0.0,0.0,0.9184794184667953
Mohamed Shawky (10/11),27.0,,0.0,0.0,0.0,Championship,,0.0,0.0,0.0,,0.0,,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.4781654589029714
Muhamed Besic (17/18),25.0,25.39134958281142,17.0,2.0,0.1325478645066274,"Championship, Championship Playoffs, FA Cup, League Cup",right,17.0,1.0,0.0662739322533137,180.0,19.0,4.5,1358.0,1.7088235294117649,M,0.0,0.0,27.0,7.0,0.0,0.41342395805526466,5.0,0.33136966126656847,2.168808377353887
Muhamed Besic (18/19),26.0,25.949882612237076,45.0,5.0,0.195907705703091,"Championship, FA Cup, League Cup",right,38.0,2.0,0.0783630822812364,180.0,3.0,4.5,2297.0,1.6337777777777778,M,1.0,0.0,37.0,25.0,7.0,0.8542269861804144,6.0,0.2350892468437092,3.2549414098082714
Mustapha Carayol (12/13),23.0,23.90740398502365,27.0,2.0,0.13595166163141995,"Championship, FA Cup, League Cup",,21.0,4.0,0.2719033232628399,177.0,23.0,0.15,1324.0,0.96,M,0.0,0.0,0.0,9.0,6.0,0.9144609403341616,1.0,0.06797583081570997,1.0468902671021862
Mustapha Carayol (13/14),24.0,23.90740398502365,41.0,3.0,0.12790146849834202,"Championship, FA Cup, League Cup",,33.0,8.0,0.3410705826622454,177.0,34.0,0.75,2111.0,1.248780487804878,M,0.0,0.0,19.0,20.0,8.0,1.913796997884967,3.0,0.12790146849834202,2.053831371265848
Mustapha Carayol (14/15),25.0,23.90740398502365,0.0,0.0,0.0,"Championship, Championship Playoffs, FA Cup, League Cup",,0.0,0.0,0.0,177.0,2.0,0.9,0.0,0.0,M,0.0,0.0,19.0,0.0,0.0,2.913133055435772,0.0,0.0,0.8092591945557441
Mustapha Carayol (15/16),27.0,,0.0,0.0,0.0,Championship,,0.0,0.0,0.0,,1.0,,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.4774313297979681
Nathan McGinley (18/19),22.0,,1.0,0.0,0.0,League Cup,,1.0,0.0,0.0,,1.0,,90.0,3.0,D,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.357663494489328
Nathan Porritt (09/10),19.0,18.47539648315845,0.0,0.0,0.0,"Championship, FA Cup, League Cup",right,0.0,0.0,0.0,176.0,0.0,0.075,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,1.9986721151016105,0.0,0.0,0.9123352713948627
Nathan Porritt (10/11),19.0,,0.0,0.0,0.0,Championship,,0.0,0.0,0.0,,0.0,,0.0,0.0,M,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.40451194685643566
Nathan Wood (18/19),16.0,,4.0,0.0,0.0,"Championship, FA Cup, League Cup",,3.0,0.0,0.0,,5.0,,190.0,3.0,D,0.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.42079115301744474
Nathan Wood (19/20),17.0,,3.0,0.0,0.0,"Championship, FA Cup, League Cup",,2.0,0.0,0.0,,3.0,,143.0,0.6666666666666666,D,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,0.343462946236486
Nathaniel Chalobah (13/14),18.0,19.096901373744842,23.0,0.0,0.0,"Championship, FA Cup, League Cup",right,19.0,1.0,0.0702576112412178,185.0,20.0,1.5,1281.0,1.42,M,0.0,0.0,24.0,3.0,4.0,0.4544925631600923,4.0,0.2810304449648712,1.692431718242427
Nicky Bailey (10/11),26.0,26.056660985509627,3.0,0.0,0.0,"FA Cup, League Cup",right,3.0,0.0,0.0,178.0,3.0,0.75,270.0,1.0,M,0.0,0.0,0.0,0.0,0.0,0.9993360575508052,0.0,0.0,1.413016269463375
Nicky Bailey (11/12),27.0,26.056660985509627,39.0,1.0,0.027092113184828417,"Championship, FA Cup, League Cup",right,39.0,2.0,0.054184226369656835,178.0,40.0,1.31,3322.0,1.6623076923076927,M,0.0,0.0,0.0,7.0,0.0,2.001410022108599,9.0,0.24382901866345574,2.0652712048904007
